"ContestOrder","Contest","Contest ID","Choice","Precinct","BallotsWith Contest","Votes","Overvoted WithVote for this Choice","Undervoted WithoutVote for this Choice","Ballots WithVotes for Others"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4103","212","4","0","54","154"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4104","171","5","0","48","118"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4105","161","2","0","34","125"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4201","74","3","0","19","52"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4202","113","3","0","32","78"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4203","157","7","0","28","122"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4204","122","7","0","32","83"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4205","79","5","0","16","58"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4206","86","3","0","19","64"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4207","107","7","0","36","64"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4208","99","1","0","23","75"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4301","65","2","0","12","51"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4302","64","1","0","10","53"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4303","71","2","0","17","52"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4304","92","3","0","25","64"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4305","174","0","0","33","141"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4306","223","2","0","53","168"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4307","185","7","0","39","139"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4401","149","0","1","24","124"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4402","205","1","0","26","178"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4403","227","10","0","44","173"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4404","214","3","0","43","168"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4405","157","3","0","49","105"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4406","299","4","0","44","251"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4407","2","0","0","1","1"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4501","350","6","0","72","272"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4502","279","5","0","66","208"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4503","361","11","0","70","280"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4504","39","0","0","5","34"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4505","78","0","0","20","58"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4506","298","5","0","53","240"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4507","21","1","0","6","14"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4508","449","6","0","82","361"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4509","96","0","0","19","77"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4601","205","3","0","44","158"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4602","181","3","0","28","150"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4603","165","2","0","27","136"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4604","257","3","0","41","213"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4605","246","6","0","50","190"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4606","257","4","0","46","207"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4607","181","0","0","25","156"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4608","1","0","0","0","1"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4701","5","0","0","1","4"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4702","182","4","0","28","150"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4703","479","10","0","80","389"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4704","332","3","0","52","277"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4705","277","7","0","45","225"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4706","278","3","0","40","235"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4707","354","6","0","69","279"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4708","420","3","0","68","349"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4709","79","4","0","16","59"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4710","107","1","0","21","85"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4801","20","0","0","1","19"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4802","332","5","0","51","276"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4803","212","0","0","27","185"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4804","449","2","0","59","388"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4805","23","2","0","1","20"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4806","602","9","0","77","516"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4807","48","0","0","6","42"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4808","274","2","0","43","229"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4809","3","0","0","0","3"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4901","14","0","0","0","14"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4902","60","0","0","10","50"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4903","526","4","0","78","444"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4904","154","0","0","23","131"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4905","1,011","7","0","123","881"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4906","236","2","0","31","203"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4907","393","4","0","62","327"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4908","779","3","0","119","657"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4909","357","2","0","64","291"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","4910","17","2","0","2","13"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5001","8","0","0","0","8"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5002","547","5","0","108","434"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5003","35","0","0","7","28"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5004","569","1","0","105","463"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5005","716","4","0","117","595"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5006","870","8","0","170","692"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5007","749","9","0","118","622"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5008","967","2","0","151","814"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5009","39","0","0","7","32"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5201","416","1","0","67","348"
"201.00","Secretary of State (REP) (Vote for 1)","36","Write-in","5202","814","2","0","107","705"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2801","2,712","555","0","258","1,899"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2802","404","95","0","57","252"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2803","809","177","0","65","567"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2804","2,548","519","1","263","1,765"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2805","3,018","544","0","293","2,181"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","2806","3,047","516","1","272","2,258"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3101","519","87","0","58","374"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3301","400","71","0","38","291"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3302","2,399","437","0","216","1,746"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3303","1,950","371","0","155","1,424"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3304","2,737","495","0","274","1,968"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3305","8","4","0","1","3"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3306","1,446","260","0","133","1,053"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3307","1,638","294","1","132","1,211"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3308","1,143","173","0","85","885"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3401","229","41","0","25","163"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3402","41","12","0","4","25"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3801","324","86","0","35","203"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3802","598","176","0","51","371"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3803","3,129","613","0","266","2,250"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3804","1,081","236","0","87","758"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3805","2,127","388","0","162","1,577"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","3806","27","4","0","2","21"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4101","1,294","216","1","110","967"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4102","1,117","174","0","100","843"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4103","1,658","356","0","148","1,154"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4104","2,171","278","0","179","1,714"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4105","2,746","396","0","246","2,104"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4201","1,834","233","0","169","1,432"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4202","3,151","371","0","259","2,521"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4203","2,644","319","0","212","2,113"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4204","2,919","349","1","249","2,320"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4205","2,116","215","0","198","1,703"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4206","1,875","223","0","154","1,498"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4207","1,458","232","0","144","1,082"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4208","1,538","264","0","125","1,149"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4301","1,343","157","0","116","1,070"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4302","1,692","223","0","164","1,305"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4303","2,635","272","0","235","2,128"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4304","2,789","429","0","212","2,148"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4305","2,983","418","1","285","2,279"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4306","3,222","615","1","303","2,303"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4307","2,925","360","1","296","2,268"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4401","1,566","200","0","143","1,223"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4402","1,922","250","0","196","1,476"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4403","2,459","339","1","251","1,868"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4404","2,687","340","0","258","2,089"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4405","2,688","317","0","240","2,131"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4406","1,737","275","1","176","1,285"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4407","3","0","0","0","3"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4501","4,058","630","0","373","3,055"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4502","3,361","483","0","267","2,611"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4503","2,691","373","0","288","2,030"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4504","219","38","0","14","167"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4505","793","109","0","71","613"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4506","2,742","393","0","239","2,110"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4507","70","14","0","8","48"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4508","1,485","267","1","153","1,064"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4509","232","58","0","30","144"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4601","2,850","377","1","277","2,195"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4602","2,277","325","0","201","1,751"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4603","1,526","171","0","175","1,180"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4604","1,963","231","0","180","1,552"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4605","1,166","186","0","116","864"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4606","1,292","215","0","117","960"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4607","905","148","0","81","676"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4608","9","4","0","0","5"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4701","5","1","0","0","4"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4702","514","105","0","60","349"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4703","1,240","297","0","130","813"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4704","625","135","0","78","412"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4705","815","146","0","96","573"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4706","735","133","2","87","513"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4707","1,353","269","0","123","961"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4708","1,161","204","0","132","825"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4709","225","42","0","20","163"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4710","249","48","0","19","182"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4801","102","18","0","10","74"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4802","965","175","0","83","707"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4803","516","104","0","62","350"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4804","894","161","1","91","641"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4805","20","6","0","6","8"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4806","1,062","219","1","117","725"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4807","43","8","0","3","32"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4808","354","84","0","45","225"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4809","3","1","0","2","0"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4901","12","2","0","1","9"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4902","69","14","0","12","43"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4903","815","162","0","103","550"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4904","212","50","0","22","140"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4905","1,033","212","0","126","695"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4906","311","64","0","36","211"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4907","656","130","0","99","427"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4908","1,008","253","0","127","628"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4909","649","137","0","79","433"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","4910","55","15","0","11","29"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5001","7","2","0","4","1"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5002","917","205","0","102","610"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5003","71","18","0","6","47"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5004","665","148","0","85","432"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5005","1,176","243","0","156","777"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5006","1,231","274","0","173","784"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5007","986","224","0","123","639"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5008","931","215","0","133","583"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5009","40","7","0","4","29"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5201","308","71","0","40","197"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Jeff Gudman","5202","793","153","0","97","543"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2801","2,712","1,889","0","258","565"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2802","404","251","0","57","96"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2803","809","566","0","65","178"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2804","2,548","1,761","1","263","523"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2805","3,018","2,178","0","293","547"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","2806","3,047","2,256","1","272","518"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3101","519","373","0","58","88"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3301","400","290","0","38","72"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3302","2,399","1,742","0","216","441"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3303","1,950","1,416","0","155","379"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3304","2,737","1,966","0","274","497"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3305","8","3","0","1","4"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3306","1,446","1,047","0","133","266"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3307","1,638","1,210","1","132","295"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3308","1,143","878","0","85","180"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3401","229","163","0","25","41"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3402","41","25","0","4","12"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3801","324","203","0","35","86"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3802","598","370","0","51","177"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3803","3,129","2,244","0","266","619"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3804","1,081","755","0","87","239"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3805","2,127","1,573","0","162","392"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","3806","27","21","0","2","4"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4101","1,294","962","1","110","221"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4102","1,117","837","0","100","180"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4103","1,658","1,149","0","148","361"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4104","2,171","1,710","0","179","282"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4105","2,746","2,098","0","246","402"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4201","1,834","1,423","0","169","242"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4202","3,151","2,514","0","259","378"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4203","2,644","2,103","0","212","329"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4204","2,919","2,316","1","249","353"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4205","2,116","1,697","0","198","221"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4206","1,875","1,496","0","154","225"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4207","1,458","1,078","0","144","236"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4208","1,538","1,141","0","125","272"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4301","1,343","1,068","0","116","159"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4302","1,692","1,302","0","164","226"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4303","2,635","2,118","0","235","282"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4304","2,789","2,146","0","212","431"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4305","2,983","2,276","1","285","421"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4306","3,222","2,297","1","303","621"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4307","2,925","2,260","1","296","368"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4401","1,566","1,221","0","143","202"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4402","1,922","1,474","0","196","252"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4403","2,459","1,859","1","251","348"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4404","2,687","2,084","0","258","345"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4405","2,688","2,122","0","240","326"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4406","1,737","1,284","1","176","276"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4407","3","3","0","0","0"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4501","4,058","3,050","0","373","635"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4502","3,361","2,599","0","267","495"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4503","2,691","2,022","0","288","381"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4504","219","167","0","14","38"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4505","793","609","0","71","113"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4506","2,742","2,100","1","239","402"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4507","70","48","0","8","14"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4508","1,485","1,057","1","153","274"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4509","232","144","0","30","58"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4601","2,850","2,190","1","277","382"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4602","2,277","1,742","0","201","334"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4603","1,526","1,178","0","175","173"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4604","1,963","1,540","0","180","243"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4605","1,166","859","0","116","191"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4606","1,292","958","0","117","217"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4607","905","672","0","81","152"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4608","9","5","0","0","4"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4701","5","4","0","0","1"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4702","514","348","0","60","106"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4703","1,240","806","0","130","304"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4704","625","403","0","78","144"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4705","815","564","0","96","155"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4706","735","511","0","87","137"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4707","1,353","956","0","123","274"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4708","1,161","820","0","132","209"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4709","225","161","0","20","44"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4710","249","181","0","19","49"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4801","102","74","0","10","18"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4802","965","697","0","83","185"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4803","516","345","0","62","109"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4804","894","635","1","91","167"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4805","20","8","0","6","6"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4806","1,062","714","1","117","230"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4807","43","32","0","3","8"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4808","354","221","0","45","88"
