"ContestOrder","Contest","Contest ID","Choice","Precinct","BallotsWith Contest","Votes","Overvoted WithVote for this Choice","Undervoted WithoutVote for this Choice","Ballots WithVotes for Others"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4809","3","0","0","2","1"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4901","12","9","0","1","2"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4902","69","43","0","12","14"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4903","815","547","0","103","165"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4904","212","138","0","22","52"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4905","1,033","686","0","126","221"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4906","311","204","0","36","71"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4907","656","424","0","99","133"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4908","1,008","624","0","127","257"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4909","649","422","0","79","148"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","4910","55","28","0","11","16"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5001","7","1","0","4","2"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5002","917","602","0","102","213"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5003","71","44","0","6","21"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5004","665","427","0","85","153"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5005","1,176","772","0","156","248"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5006","1,231","776","0","173","282"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5007","986","635","0","123","228"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5008","931","578","0","133","220"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5009","40","29","0","4","7"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5201","308","195","0","40","73"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Elizabeth Steiner","5202","793","539","0","97","157"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2801","2,712","10","0","258","2,444"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2802","404","1","0","57","346"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2803","809","1","0","65","743"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2804","2,548","4","0","263","2,281"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2805","3,018","3","0","293","2,722"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","2806","3,047","2","0","272","2,773"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3101","519","1","0","58","460"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3301","400","1","0","38","361"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3302","2,399","4","0","216","2,179"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3303","1,950","8","0","155","1,787"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3304","2,737","2","0","274","2,461"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3305","8","0","0","1","7"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3306","1,446","6","0","133","1,307"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3307","1,638","1","0","132","1,505"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3308","1,143","7","0","85","1,051"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3401","229","0","0","25","204"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3402","41","0","0","4","37"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3801","324","0","0","35","289"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3802","598","1","0","51","546"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3803","3,129","6","0","266","2,857"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3804","1,081","3","0","87","991"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3805","2,127","4","0","162","1,961"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","3806","27","0","0","2","25"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4101","1,294","5","0","110","1,179"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4102","1,117","6","0","100","1,011"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4103","1,658","5","0","148","1,505"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4104","2,171","4","0","179","1,988"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4105","2,746","6","0","246","2,494"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4201","1,834","9","0","169","1,656"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4202","3,151","7","0","259","2,885"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4203","2,644","10","0","212","2,422"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4204","2,919","4","0","249","2,666"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4205","2,116","6","0","198","1,912"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4206","1,875","2","0","154","1,719"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4207","1,458","4","0","144","1,310"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4208","1,538","8","0","125","1,405"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4301","1,343","2","0","116","1,225"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4302","1,692","3","0","164","1,525"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4303","2,635","10","0","235","2,390"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4304","2,789","2","0","212","2,575"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4305","2,983","3","0","285","2,695"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4306","3,222","6","0","303","2,913"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4307","2,925","8","0","296","2,621"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4401","1,566","2","0","143","1,421"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4402","1,922","2","0","196","1,724"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4403","2,459","9","0","251","2,199"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4404","2,687","5","0","258","2,424"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4405","2,688","9","0","240","2,439"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4406","1,737","1","0","176","1,560"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4407","3","0","0","0","3"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4501","4,058","5","0","373","3,680"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4502","3,361","12","0","267","3,082"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4503","2,691","8","0","288","2,395"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4504","219","0","0","14","205"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4505","793","4","0","71","718"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4506","2,742","9","1","239","2,493"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4507","70","0","0","8","62"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4508","1,485","7","0","153","1,325"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4509","232","0","0","30","202"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4601","2,850","5","0","277","2,568"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4602","2,277","9","0","201","2,067"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4603","1,526","2","0","175","1,349"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4604","1,963","12","0","180","1,771"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4605","1,166","5","0","116","1,045"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4606","1,292","2","0","117","1,173"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4607","905","4","0","81","820"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4608","9","0","0","0","9"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4701","5","0","0","0","5"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4702","514","1","0","60","453"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4703","1,240","7","0","130","1,103"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4704","625","9","0","78","538"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4705","815","9","0","96","710"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4706","735","2","2","87","644"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4707","1,353","5","0","123","1,225"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4708","1,161","5","0","132","1,024"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4709","225","2","0","20","203"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4710","249","1","0","19","229"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4801","102","0","0","10","92"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4802","965","10","0","83","872"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4803","516","5","0","62","449"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4804","894","6","0","91","797"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4805","20","0","0","6","14"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4806","1,062","11","0","117","934"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4807","43","0","0","3","40"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4808","354","4","0","45","305"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4809","3","0","0","2","1"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4901","12","0","0","1","11"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4902","69","0","0","12","57"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4903","815","3","0","103","709"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4904","212","2","0","22","188"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4905","1,033","9","0","126","898"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4906","311","7","0","36","268"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4907","656","3","0","99","554"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4908","1,008","4","0","127","877"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4909","649","11","0","79","559"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","4910","55","1","0","11","43"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5001","7","0","0","4","3"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5002","917","8","0","102","807"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5003","71","3","0","6","62"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5004","665","5","0","85","575"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5005","1,176","5","0","156","1,015"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5006","1,231","8","0","173","1,050"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5007","986","4","0","123","859"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5008","931","5","0","133","793"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5009","40","0","0","4","36"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5201","308","2","0","40","266"
"210.00","State Treasurer (DEM) (Vote for 1)","79","Write-in","5202","793","4","0","97","692"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2801","324","158","0","156","10"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2802","111","56","0","55","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2803","68","32","0","33","3"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2804","463","248","0","208","7"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2805","530","302","0","217","11"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","2806","338","185","0","144","9"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3101","226","119","0","102","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3301","121","74","0","43","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3302","292","149","0","139","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3303","190","123","0","62","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3304","365","201","0","157","7"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3305","5","4","0","1","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3306","154","94","0","56","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3307","110","70","0","40","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3308","114","66","0","43","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3401","33","17","0","13","3"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3402","17","12","0","5","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3801","139","76","0","62","1"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3802","166","98","0","66","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3803","541","306","0","227","8"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3804","211","128","0","82","1"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3805","329","196","0","129","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","3806","5","2","0","3","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4101","140","78","0","58","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4102","104","72","0","30","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4103","212","106","0","104","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4104","171","83","0","84","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4105","161","97","0","63","1"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4201","74","38","0","33","3"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4202","113","63","0","48","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4203","157","100","0","49","8"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4204","122","55","0","63","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4205","79","42","0","32","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4206","86","41","0","40","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4207","107","55","0","47","5"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4208","99","44","0","54","1"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4301","65","33","0","28","4"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4302","64","42","0","21","1"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4303","71","38","0","31","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4304","92","29","0","57","6"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4305","174","110","0","64","0"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4306","223","120","0","101","2"
"211.00","State Treasurer (REP) (Vote for 1)","80","Brian J Boquist","4307","185","99","0","81","5"
